,CITY,STATE,POP_GDP,GDP_CAPITA,GVA_MAIN,MUN_EXPENDIT,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_D,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_J,COMP_K,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,COMP_T,COMP_U,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,Cars,Motorcycles,Wheeled_tractor,UBER,MAC,WAL-MART,POST_OFFICES
4379,Santa Isabel Do Rio Negro,AM,23092,5558.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,20,0,0,1,0,0,0,13,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,313,0,0,0,0,1
4380,Santa Izabel Do Oeste,PR,14289,19987.0,Demais serviços,36531047,327,2,0,45,0,4,12,134,42,22,6,2,4,8,7,1,3,17,7,11,0,0,0,0,0,1,0,1,0,109712475,3531,1755,1,0,0,0,5
4381,Santa Izabel Do Pará,PA,67686,9302.0,"Administração, defesa, educação e saúde públicas e seguridade social",95360124,441,13,0,54,0,1,17,214,11,19,2,2,2,12,11,3,45,10,4,21,0,0,0,0,1,3,1,3,99988131,313520359,4880,10558,5,0,0,0,3
4382,Santa Juliana,MG,13165,48848.0,Indústrias de transformação,29854370,313,20,1,14,0,1,3,128,31,22,5,1,3,11,15,3,6,13,2,34,0,0,0,0,1,1,1,1,20121752,147999928,3907,949,1,0,0,0,2
4383,Santa Leopoldina,ES,12887,15563.0,"Administração, defesa, educação e saúde públicas e seguridade social",31933316,134,1,4,3,0,0,7,48,6,13,2,0,0,5,4,5,13,3,1,19,0,0,1,20,0,2,0,2,0,103757686,2450,2987,6,0,0,0,3
4384,Santa Luz,PI,5741,7226.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,37,0,1,4,0,0,1,22,0,1,0,0,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,208,682,1,0,0,0,1
4385,Santa Luzia,MA,71329,7851.0,"Administração, defesa, educação e saúde públicas e seguridade social",123453448,417,3,0,7,0,0,10,223,3,4,3,2,1,3,6,3,99,10,3,37,0,0,0,0,1,2,1,2,31228171,314705508,1754,9916,0,0,0,0,1
4386,Santa Luzia,BA,13508,7934.0,"Administração, defesa, educação e saúde públicas e seguridade social",27360324,111,4,3,5,0,0,5,62,3,1,0,0,0,2,1,2,4,1,0,18,0,0,0,0,0,0,0,0,0,0,455,616,0,0,0,0,1
4387,Santa Luzia,PB,15341,11212.0,"Administração, defesa, educação e saúde públicas e seguridade social",26717205,255,1,1,19,0,1,8,134,1,14,3,1,3,10,6,5,9,3,3,33,0,0,1,15,1,2,1,2,23125133,121583568,1595,2795,0,0,0,0,0
4388,Santa Luzia,MG,217610,15182.0,Demais serviços,0,2735,4,9,310,0,8,199,1125,142,147,29,24,34,108,167,5,119,71,49,185,0,0,1,160,8,4,4,2,570860400,1432743580,53387,21060,7,0,0,0,2
4389,Santa Luzia D'Oeste,RO,8362,17843.0,"Administração, defesa, educação e saúde públicas e seguridade social",25353640,88,0,1,5,0,1,6,50,4,2,1,0,0,2,2,2,1,3,1,7,0,0,0,0,0,1,0,1,0,71897424,965,2819,0,0,0,0,1
4390,Santa Luzia Do Itanhy,SE,13936,12374.0,"Administração, defesa, educação e saúde públicas e seguridade social",37293257,58,4,2,3,0,0,0,8,0,1,0,0,0,4,1,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,695,765,0,0,0,0,1
4391,Santa Luzia Do Norte,AL,7357,15214.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,45,0,0,7,0,0,1,23,3,1,0,0,0,0,3,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,562,349,0,0,0,0,0
4392,Santa Luzia Do Paruá,MA,24810,8919.0,"Administração, defesa, educação e saúde públicas e seguridade social",45346173,256,1,0,9,0,0,7,162,2,6,1,0,0,4,3,3,38,4,1,15,0,0,0,0,1,1,1,1,35289186,75015933,886,3913,0,0,0,0,1
4393,Santa Luzia Do Pará,PA,19348,7575.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,73,1,1,7,0,0,2,46,2,3,1,0,0,1,2,2,1,0,0,4,0,0,1,14,0,1,0,1,0,19519527,759,1522,0,0,0,0,1
4394,Santa Lúcia,SP,8723,11491.0,Demais serviços,15752086,133,8,2,5,0,0,9,50,17,20,3,0,1,2,5,2,4,1,1,3,0,0,0,0,1,0,1,0,107080398,0,2687,722,2,0,0,0,1
4395,Santa Lúcia,PR,3965,27735.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",15577236,84,1,0,14,0,0,6,34,5,5,0,1,0,3,2,2,2,3,0,6,0,0,0,0,0,0,0,0,0,0,1298,520,0,0,0,0,1
4396,Santa Margarida,MG,16080,16310.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,393,3,0,21,0,0,8,203,20,3,3,1,0,6,9,2,16,17,5,76,0,0,0,0,1,1,1,1,12697610,87988762,4268,2635,0,0,0,0,2
4397,Santa Margarida Do Sul,RS,2507,72488.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",14378122,39,1,1,3,0,1,1,17,2,3,0,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,492,164,0,0,0,0,1
4398,Santa Maria,RS,277309,24596.0,Demais serviços,515842994,8788,34,9,560,1,10,530,3426,439,560,156,101,160,552,1028,15,322,271,161,453,0,0,4,476,11,23,3,3,1179522956,8233183499,99918,31399,204,1,1,2,5
4399,Santa Maria,RN,5422,9414.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,30,1,0,4,0,0,0,12,0,3,1,0,0,0,1,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,542,540,0,0,0,0,1
4400,Santa Maria Da Boa Vista,PE,41475,10484.0,"Administração, defesa, educação e saúde públicas e seguridade social",71014532,226,6,1,8,0,0,1,146,1,10,1,1,1,3,4,4,9,4,1,25,0,0,0,0,2,1,2,1,97943238,54167919,2386,5742,0,0,0,0,1
4401,Santa Maria Da Serra,SP,5962,19060.0,Demais serviços,18348703,173,14,1,11,0,1,0,53,30,7,3,0,1,22,14,2,4,2,2,6,0,0,0,0,1,0,1,0,23761492,0,1976,357,0,0,0,0,1
4402,Santa Maria Da Vitória,BA,41782,9826.0,"Administração, defesa, educação e saúde públicas e seguridade social",85125349,732,3,2,30,0,1,21,413,11,23,15,1,2,16,24,3,46,44,6,71,0,0,1,12,1,3,1,3,100569402,443363966,3310,7471,0,0,0,0,3
4403,Santa Maria Das Barreiras,PA,20396,14580.0,"Pecuária, inclusive apoio à pecuária",39899703,124,7,1,7,0,0,5,61,1,5,2,0,1,1,1,2,2,2,0,26,0,0,0,0,0,0,0,0,0,0,387,1519,0,0,0,0,2
4404,Santa Maria De Itabira,MG,10986,13292.0,Demais serviços,19718547,210,4,3,14,0,0,5,69,24,12,4,7,3,13,26,2,6,6,3,9,0,0,0,0,1,1,1,1,31356263,60946291,2036,1544,1,0,0,0,2
4405,Santa Maria De Jetibá,ES,39396,26239.0,"Pecuária, inclusive apoio à pecuária",94690503,1014,10,3,131,0,1,28,467,38,63,11,7,2,36,30,4,42,23,14,104,0,0,0,0,0,3,0,3,0,584020180,11913,13156,34,0,0,0,3
4406,Santa Maria Do Cambucá,PE,13921,6824.0,"Administração, defesa, educação e saúde públicas e seguridade social",26510591,84,0,6,17,0,0,1,33,3,0,0,0,0,1,1,3,14,1,0,4,0,0,0,0,0,0,0,0,0,0,1218,1667,0,0,0,0,2
4407,Santa Maria Do Herval,RS,6344,34035.0,Indústrias de transformação,17014122,201,0,0,28,0,0,15,75,17,8,1,1,2,5,5,1,19,0,5,19,0,0,0,0,0,1,0,1,0,32168759,2714,722,14,0,0,0,1
4408,Santa Maria Do Oeste,PR,10861,16490.0,"Administração, defesa, educação e saúde públicas e seguridade social",23517842,155,1,0,15,1,0,3,83,4,7,1,1,1,8,2,2,9,3,0,14,0,0,0,0,0,0,0,0,0,0,2935,1073,0,0,0,0,4
4409,Santa Maria Do Pará,PA,24059,11139.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,180,1,1,23,0,0,5,110,5,8,4,0,0,3,6,2,1,4,2,5,0,0,0,0,0,2,0,2,0,64783928,1763,3293,0,0,0,0,1
4410,Santa Maria Do Salto,MG,5387,7236.0,"Administração, defesa, educação e saúde públicas e seguridade social",12367507,51,0,0,1,0,0,1,31,1,0,0,0,0,1,0,2,1,1,0,12,0,0,0,0,0,0,0,0,0,0,295,454,0,0,0,0,1
4411,Santa Maria Do Suaçuí,MG,14883,8434.0,"Administração, defesa, educação e saúde públicas e seguridade social",23530971,208,0,0,11,0,0,2,106,2,9,3,0,3,9,2,2,15,18,2,24,0,0,0,0,1,1,1,1,16425981,69253511,1731,1848,0,0,0,0,3
4412,Santa Maria Do Tocantins,TO,3305,13379.0,"Administração, defesa, educação e saúde públicas e seguridade social",9208745,32,1,0,2,0,0,0,17,1,0,0,0,1,1,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,152,402,0,0,0,0,1
4413,Santa Maria Madalena,RJ,10198,16575.0,"Administração, defesa, educação e saúde públicas e seguridade social",45043104,238,3,7,12,1,2,7,77,9,20,6,0,0,13,17,4,7,3,13,37,0,0,0,0,1,1,1,1,30461120,26948689,1934,945,0,0,0,0,6
4414,Santa Mariana,PR,12369,25947.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",26175141,312,2,2,16,0,1,7,159,43,16,3,5,1,9,11,2,8,8,5,14,0,0,0,0,2,1,2,1,51291347,49941695,3736,1273,1,0,0,0,1
4415,Santa Mercedes,SP,2941,20832.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,70,17,1,8,0,0,2,24,8,4,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,901,258,14,0,0,0,2
4416,Santa Mônica,PR,3882,19146.0,"Administração, defesa, educação e saúde públicas e seguridade social",14594305,70,2,0,12,0,1,0,33,0,2,0,0,1,2,1,3,4,1,1,7,0,0,0,0,0,0,0,0,0,0,841,571,8,0,0,0,2
4417,Santa Quitéria,CE,43359,9175.0,"Administração, defesa, educação e saúde públicas e seguridade social",77073392,475,3,3,32,0,0,4,347,9,19,3,1,0,11,7,2,6,6,5,17,0,0,1,20,1,3,1,3,63098382,264089163,2742,9589,0,0,0,0,0
4418,Santa Quitéria Do Maranhão,MA,25192,6714.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,146,0,2,4,0,0,4,84,0,2,3,1,0,0,3,3,25,2,1,12,0,0,0,0,1,0,1,0,33326336,0,396,2071,0,0,0,0,1
4419,Santa Rita,MA,36556,7325.0,"Administração, defesa, educação e saúde públicas e seguridade social",75961752,166,5,1,7,0,0,4,109,2,7,2,1,2,1,3,2,4,5,1,10,0,0,0,0,1,2,1,2,34762544,70264497,1343,5745,0,0,0,0,1
4420,Santa Rita,PB,135915,16047.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,1297,10,11,174,0,7,87,584,47,35,12,5,23,19,43,5,126,25,14,70,0,0,0,0,1,4,1,3,53443491,1138054031,17613,17002,5,0,0,0,0
4421,Santa Rita D'Oeste,SP,2554,21853.0,Demais serviços,14071310,57,8,0,3,0,0,0,25,3,6,1,0,0,2,1,3,1,0,1,3,0,0,0,0,1,0,1,0,59021833,0,911,335,1,0,0,0,2
4422,Santa Rita De Caldas,MG,9208,18451.0,Demais serviços,19536837,200,2,7,26,0,0,2,93,17,8,3,0,3,9,9,2,6,11,2,0,0,0,0,0,0,1,0,1,0,49923967,3178,1629,0,0,0,0,3
4423,Santa Rita De Cássia,BA,28988,8517.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,278,8,1,2,0,2,3,164,4,9,0,0,1,2,9,2,31,8,1,31,0,0,0,0,0,2,0,2,0,157589824,819,2251,0,0,0,0,2
4424,Santa Rita De Ibitipoca,MG,3580,15465.0,"Administração, defesa, educação e saúde públicas e seguridade social",11413605,42,4,0,4,0,0,0,21,0,1,1,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,571,327,0,0,0,0,2
4425,Santa Rita De Jacutinga,MG,5054,10865.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,117,5,5,8,0,1,3,53,10,12,0,0,0,2,3,2,1,2,2,8,0,0,0,0,0,0,0,0,0,0,1497,680,0,0,0,0,1
4426,Santa Rita De Minas,MG,7097,11562.0,"Administração, defesa, educação e saúde públicas e seguridade social",14081747,99,1,1,8,0,0,4,53,5,6,0,2,0,2,5,2,1,3,1,5,0,0,0,0,0,0,0,0,0,0,1180,910,1,0,0,0,1
4427,Santa Rita Do Araguaia,GO,8069,18526.0,Demais serviços,15956853,156,2,0,6,0,2,2,100,12,10,0,0,1,3,3,3,6,3,0,3,0,0,0,0,1,0,1,0,37661484,0,1449,2115,0,0,0,0,1
4428,Santa Rita Do Itueto,MG,5719,21290.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",13644344,51,1,5,0,0,0,3,31,2,0,1,0,0,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,883,1614,0,0,0,0,2
4429,Santa Rita Do Novo Destino,GO,3345,20572.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,75,3,1,0,0,0,6,23,17,0,0,0,0,2,15,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,266,146,0,0,0,0,0
4430,Santa Rita Do Pardo,MS,7682,52157.0,"Produção florestal, pesca e aquicultura",25905307,77,4,0,4,0,0,2,40,6,5,0,0,0,1,2,3,2,2,0,6,0,0,0,0,0,0,0,0,0,0,1496,812,0,0,0,0,1
4431,Santa Rita Do Passa Quatro,SP,27546,22580.0,Demais serviços,68179045,1049,119,6,79,0,2,23,424,60,56,15,8,21,44,61,3,30,42,13,43,0,0,0,0,3,2,3,2,272427121,341152823,11435,3556,0,0,0,0,1
4432,Santa Rita Do Sapucaí,MG,41886,38950.0,Demais serviços,0,1480,5,4,312,0,0,39,486,59,103,81,21,28,63,91,2,36,59,21,70,0,0,0,0,3,2,3,2,380473665,625218077,12205,5194,1,0,0,0,2
4433,Santa Rita Do Tocantins,TO,2322,21279.0,"Pecuária, inclusive apoio à pecuária",12180216,24,5,0,1,0,0,0,9,1,4,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122,151,0,0,0,0,1
4434,Santa Rita Do Trivelato,MT,3135,167966.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",23440725,81,9,2,2,0,0,7,26,10,8,0,0,0,1,2,3,4,2,2,3,0,0,0,0,0,0,0,0,0,0,411,353,0,0,0,0,1
4435,Santa Rosa,RS,72504,35598.0,Demais serviços,225403598,2860,6,0,318,2,1,159,1254,177,131,45,24,39,155,137,5,67,124,39,177,0,0,2,246,3,6,3,3,244641964,15312039578,32066,12047,17,0,0,1,3
4436,Santa Rosa Da Serra,MG,3377,15086.0,"Administração, defesa, educação e saúde públicas e seguridade social",11574542,34,0,1,0,0,0,2,19,0,0,0,0,0,1,1,2,1,3,0,4,0,0,0,0,0,0,0,0,0,0,896,471,0,0,0,0,2
4437,Santa Rosa De Goiás,GO,2673,15966.0,"Administração, defesa, educação e saúde públicas e seguridade social",12490025,48,1,0,5,0,0,1,25,3,0,0,0,0,3,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,777,423,0,0,0,0,1
4438,Santa Rosa De Lima,SE,3926,11613.0,"Administração, defesa, educação e saúde públicas e seguridade social",13646488,17,1,0,2,0,0,0,5,1,0,0,0,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,325,340,0,0,0,0,1
4439,Santa Rosa De Lima,SC,2133,22136.0,"Administração, defesa, educação e saúde públicas e seguridade social",11651957,81,1,1,24,1,1,2,22,5,3,1,1,0,4,3,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,903,688,0,0,0,0,1
4440,Santa Rosa De Viterbo,SP,25869,28196.0,Demais serviços,0,632,18,4,29,2,3,22,288,71,51,10,6,2,25,27,2,22,22,5,23,0,0,0,0,2,2,2,2,122150898,333923217,10386,2582,2,0,0,0,1
4441,Santa Rosa Do Piauí,PI,5177,6766.0,"Administração, defesa, educação e saúde públicas e seguridade social",12152085,41,1,0,1,0,1,1,29,1,0,0,0,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,137,671,1,0,0,0,1
4442,Santa Rosa Do Purus,AC,6021,10150.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,16,0,0,1,0,0,0,7,0,2,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,14,117,0,0,0,0,1
4443,Santa Rosa Do Sul,SC,8333,15502.0,"Administração, defesa, educação e saúde públicas e seguridade social",18632013,240,0,1,36,0,1,7,105,39,9,0,3,1,8,10,2,5,3,3,7,0,0,0,0,0,0,0,0,0,0,3392,1617,1,0,0,0,1
4444,Santa Rosa Do Tocantins,TO,4814,18128.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",14499927,47,1,0,1,0,0,1,33,0,2,1,0,0,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,286,650,0,0,0,0,1
4445,Santa Salete,SP,1530,20871.0,"Administração, defesa, educação e saúde públicas e seguridade social",11323522,72,31,0,0,0,0,1,19,3,2,0,0,0,1,1,3,1,1,0,9,0,0,0,0,0,0,0,0,0,0,534,224,0,0,0,0,1
4446,Santa Teresa,ES,23882,18036.0,Demais serviços,59895449,710,9,1,87,0,2,24,308,19,89,5,5,3,26,17,4,21,30,10,50,0,0,9,561,1,3,1,3,35365599,618104976,6535,5451,8,0,0,0,6
4447,Santa Teresinha,PB,4582,10026.0,"Administração, defesa, educação e saúde públicas e seguridade social",13042424,26,1,0,4,0,0,2,7,0,0,0,0,0,0,1,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,233,878,0,0,0,0,0
4448,Santa Teresinha,BA,0,0.0,0,22225531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,453,0,0,0,0,0
4449,Santa Tereza,RS,1780,20545.0,"Administração, defesa, educação e saúde públicas e seguridade social",8998267,59,1,1,14,0,0,1,12,6,1,1,0,0,1,3,2,2,1,6,7,0,0,0,0,0,0,0,0,0,0,580,112,1,0,0,0,1
4450,Santa Tereza De Goiás,GO,3761,14958.0,"Administração, defesa, educação e saúde públicas e seguridade social",13601877,72,1,1,3,0,0,0,41,5,3,0,0,0,2,3,5,0,6,0,2,0,0,0,0,0,0,0,0,0,0,704,719,0,0,0,0,1
4451,Santa Tereza Do Oeste,PR,10489,34351.0,Demais serviços,34782748,412,7,1,80,0,6,22,181,12,25,5,3,2,8,14,2,10,6,6,22,0,0,0,0,0,1,0,1,0,34181189,3927,1015,3,0,0,0,2
4452,Santa Tereza Do Tocantins,TO,2794,9922.0,"Administração, defesa, educação e saúde públicas e seguridade social",9893011,29,0,0,3,0,0,2,17,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,151,394,0,0,0,0,1
4453,Santa Terezinha,MT,7967,16876.0,"Administração, defesa, educação e saúde públicas e seguridade social",21512433,44,2,0,1,0,0,0,24,1,1,0,0,0,0,2,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,183,1068,0,0,0,0,1
4454,Santa Terezinha,PE,11682,6521.0,"Administração, defesa, educação e saúde públicas e seguridade social",23705704,59,0,0,1,0,0,9,38,0,0,1,0,0,0,2,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,776,1322,0,0,0,0,1
4455,Santa Terezinha,SC,8855,21238.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",18518514,141,1,1,23,0,0,2,74,14,8,1,0,1,2,5,2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,2349,1363,2,0,0,0,2
4456,Santa Terezinha,BA,10619,6796.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,74,2,1,4,0,0,3,37,0,3,1,0,0,1,2,2,12,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4457,Santa Terezinha De Goiás,GO,9747,13240.0,Demais serviços,0,224,1,1,18,0,0,7,128,2,9,1,0,3,8,4,2,7,7,3,23,0,0,0,0,1,2,1,2,31681651,187690157,1591,2150,0,0,0,0,1
4458,Santa Terezinha De Itaipu,PR,22783,23039.0,Demais serviços,65699867,689,4,1,97,0,3,35,299,44,33,8,3,5,25,32,2,21,22,7,48,0,0,0,0,2,1,2,1,47672191,165734001,8037,2081,1,0,0,0,1
4459,Santa Terezinha Do Progresso,SC,2611,17930.0,"Administração, defesa, educação e saúde públicas e seguridade social",11863432,103,15,0,5,0,0,1,21,10,1,0,1,0,0,2,2,3,0,7,35,0,0,0,0,0,0,0,0,0,0,748,481,0,0,0,0,1
4460,Santa Terezinha Do Tocantins,TO,2548,12385.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,21,0,0,1,0,0,0,16,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,442,0,0,0,0,1
4461,Santa Vitória,MG,19520,35371.0,Demais serviços,92649500,627,16,6,47,1,1,21,257,47,42,6,2,3,26,24,6,23,18,10,71,0,0,0,0,1,2,1,2,23084958,783264157,5122,3179,0,0,0,0,3
4462,Santa Vitória Do Palmar,RS,31352,27716.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",86082931,717,28,0,33,1,0,24,399,45,38,13,4,1,19,24,3,30,18,9,28,0,0,3,200,2,3,2,3,210656089,544683174,12166,5652,12,0,0,0,4
4463,Santaluz,BA,38219,8675.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,518,2,7,21,0,2,22,246,18,21,1,2,1,4,19,2,43,17,4,86,0,0,0,0,1,2,1,2,19952330,311345414,3142,3053,1,0,0,0,1
4464,Santana,AP,113854,15891.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,776,3,2,62,0,3,46,451,26,29,7,2,1,19,23,3,53,15,9,22,0,0,0,0,2,3,2,3,98357401,700755317,10159,11560,1,0,0,0,2
4465,Santana,BA,27381,7812.0,"Administração, defesa, educação e saúde públicas e seguridade social",45739184,394,0,1,20,0,0,7,230,4,7,2,2,0,10,10,2,16,12,5,66,0,0,0,0,1,2,1,2,65925642,103926845,1506,4434,0,0,0,0,2
4466,Santana Da Boa Vista,RS,8424,22867.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",17835077,101,0,0,4,0,0,0,69,6,2,1,0,1,0,1,2,3,3,3,6,0,0,0,0,0,1,0,1,0,53162780,2844,1205,1,0,0,0,1
4467,Santana Da Ponte Pensa,SP,1573,21581.0,"Administração, defesa, educação e saúde públicas e seguridade social",10394328,60,23,0,2,0,0,2,14,5,2,0,0,0,1,2,2,1,1,0,5,0,0,0,0,1,0,1,0,6302344,0,595,164,0,0,0,0,1
4468,Santana Da Vargem,MG,7336,21509.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",15472575,190,3,0,15,0,0,4,87,18,11,3,2,2,6,8,3,6,5,5,12,0,0,0,0,0,1,0,1,0,42823759,2005,554,0,0,0,0,1
4469,Santana De Cataguases,MG,3856,11465.0,"Administração, defesa, educação e saúde públicas e seguridade social",10798886,79,1,0,17,0,0,1,33,8,2,0,0,0,3,1,2,1,1,3,6,0,0,0,0,0,0,0,0,0,0,645,629,0,0,0,0,1
4470,Santana De Mangueira,PB,5191,7176.0,"Administração, defesa, educação e saúde públicas e seguridade social",12391370,43,0,0,0,0,0,0,22,0,0,1,0,1,0,2,2,2,0,1,12,0,0,0,0,0,0,0,0,0,0,140,777,0,0,0,0,0
4471,Santana De Parnaíba,SP,129261,65645.0,Demais serviços,614167631,8909,9,6,463,1,14,351,1749,261,178,1755,443,240,1610,1143,3,164,125,116,278,0,0,0,0,12,3,4,2,1697957960,469262123,51237,12752,35,0,0,0,3
4472,Santana De Pirapama,MG,7997,11567.0,"Administração, defesa, educação e saúde públicas e seguridade social",14184007,113,1,2,7,1,0,0,66,9,5,0,0,3,3,1,2,8,0,2,3,0,0,0,0,1,0,1,0,9525253,0,1012,804,0,0,0,0,1
4473,Santana Do Acaraú,CE,31814,6118.0,"Administração, defesa, educação e saúde públicas e seguridade social",59948107,354,2,0,11,0,0,3,167,4,5,0,0,0,11,12,2,6,12,3,116,0,0,0,0,0,1,0,1,0,52632687,1294,5143,0,0,0,0,2
4474,Santana Do Araguaia,PA,68934,11045.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,401,13,1,30,0,2,15,251,15,13,6,1,1,8,8,3,4,7,1,22,0,0,0,0,1,3,1,3,73720136,145759781,1723,8588,0,0,0,0,2
4475,Santana Do Cariri,CE,17479,6116.0,"Administração, defesa, educação e saúde públicas e seguridade social",33444430,112,2,8,5,0,0,0,61,0,1,3,0,0,2,3,3,19,0,0,5,0,0,0,0,1,1,1,1,16667419,49394007,825,2221,0,0,0,0,7
4476,Santana Do Deserto,MG,4024,9302.0,"Administração, defesa, educação e saúde públicas e seguridade social",11628738,47,3,0,8,0,0,1,15,3,4,0,0,0,2,1,2,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1034,325,1,0,0,0,1
4477,Santana Do Garambéu,MG,2419,11794.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,29,1,0,0,0,0,0,14,0,4,1,0,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,359,224,0,0,0,0,1
4478,Santana Do Ipanema,AL,48033,10798.0,Demais serviços,0,521,0,0,20,0,1,12,277,32,25,8,4,3,10,17,2,63,20,7,20,0,0,0,0,1,3,1,3,25865427,793010775,4242,9060,0,0,0,0,1
4479,Santana Do Itararé,PR,5244,18722.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",16086670,64,2,1,9,0,0,0,35,1,1,1,0,0,1,1,2,1,2,0,7,0,0,0,0,0,0,0,0,0,0,1351,739,1,0,0,0,1
4480,Santana Do Jacaré,MG,4845,14814.0,Demais serviços,0,77,1,2,14,1,0,2,30,3,5,0,0,0,3,1,4,3,3,1,4,0,0,0,0,0,1,0,1,0,53621297,1069,271,0,0,0,0,1
4481,Santana Do Manhuaçu,MG,8849,11481.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,86,1,3,6,0,0,5,51,3,0,0,1,0,3,3,2,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1480,1864,0,0,0,0,3
4482,Santana Do Maranhão,MA,13199,4587.0,"Administração, defesa, educação e saúde públicas e seguridade social",22779790,56,1,0,1,0,0,3,21,1,0,0,0,0,1,3,2,20,0,0,3,0,0,0,0,0,0,0,0,0,0,68,378,0,0,0,0,1
4483,Santana Do Matos,RN,13445,8360.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,154,2,0,9,0,0,1,99,1,4,1,0,0,3,2,2,3,3,1,23,0,0,1,14,0,0,0,0,0,0,978,1630,0,0,0,0,4
4484,Santana Do Mundaú,AL,10952,71760.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,90,2,1,0,0,1,1,46,0,2,0,0,0,0,1,3,9,1,0,23,0,0,0,0,0,0,0,0,0,0,471,1612,0,0,0,0,2
4485,Santana Do Paraíso,MG,32232,15603.0,Demais serviços,51883941,567,3,2,92,0,0,49,192,29,26,3,3,4,15,76,2,18,8,5,40,0,0,1,60,1,0,1,0,18875228,0,4551,2508,5,0,0,0,3
4486,Santana Do Piauí,PI,4552,6542.0,"Administração, defesa, educação e saúde públicas e seguridade social",10578354,32,0,0,0,0,0,0,15,1,0,0,0,0,0,1,4,2,0,1,8,0,0,0,0,0,0,0,0,0,0,186,948,0,0,0,0,1
